,ICD11_Code,Ayurveda_NAMC_CODE,Siddha_NAMC_CODE,Unani_NUMC_CODE,ICD11_Title
31102,XM3VH9,SS2C (RD-14),AEB1.1,,Vincamine
31103,XM68C7,ED-11.1,GHC1.1,M-5.14,Visnadine
31104,XM0XY6,K-5,RFB1.1,O-2.4.3,Ergot alkaloids
31105,XM0U65,LA-1.3,BHB1.2,M-18.7,Ergoloid mesylates
31106,XM5TD8,VD-7,HCC1.3,C-69,Nicergoline
31107,XM0TP6,SO-3.2,YF35,O-231,Dihydroergocristine (mesilate)
31108,XM93Q7,LB-1.1,YF43,N-17,Methylergometrine
31109,XM3LX6,EB-3.3,WAB1.19,A-14.1,Ergometrine
31110,XM5P25,EB-3.3,AEC1.1,M-18.7,Ergotamine
31111,XM4G36,EM-2.8.5,WAB1.18,F-89.4,Methysergide
31112,XM4E49,EM-2.8.7,NAB1.12,J-31,Lisuride
31113,XM4CT2,EI-3.6,WAA1.3,A-32.1,fasudil
31114,XM5021,EI-2.7.4,Z#17,M-41,Yohimbine
31115,XM1WB2,EB-11.9,FAD1.6,O-231,Avanafil
31116,XM4914,EM-2.8.9,FBD1.10,M-7,Udenafil
31117,,SL60(AAB-111),WAB1.23,E-44,Other agents primarily affecting the cardiovascular system
31118,XM20Z9,VC-4,BFA1.5,BK,Adrenochrome semicarbazone (mono)
31119,XM7NH6,PE-1.6,BSA1.3,M-10.7,Adrenochrome derivative
31120,XM8ZY5,VD-1,FBD1.2,O-1,Aurantiin
31121,XM6YS0,SI-2.3.10,YF43,A-36.33,Benzopyrone
31122,XM3LU4,SR54 (EG-1),SBA5.6,L-16.9,Calcium dobesilate
31123,XM53V8,SR16(ABA-1),YC2,M-20,Chlorisondamine chloride
31124,XM1H36,EC-3.14,YF34,C-18.1,Escin
31125,XM8AB2,SO-3.1,YF34,O-388,Ethoxazorutoside
31126,XM6BM1,U-9.1,YF3,F-16,Flavodic acid
31127,XM0WZ5,LE-5,AAC1,K-1.1.20,Hesperidin
31128,XM63M1,SG-3.5,KBA1.5,A-42.3,Leucocianidol
31129,XM4U20,ST-3.2,KBC1.1,C-69,Metescufylline
31130,XM6102,ED-16.3,SBB6.5,K-1.1.20,Phenopyrazone
31131,XM6EY7,SW-5,SBB6.5,O-403,Pholedrine
31132,XM62Q1,SM55 (O-18),YC1,C-98,Adenosine
31133,XM3PB7,SG-3.2,YB6,J-24,Trimetazidine
31134,XM5FW1,EC-5.7,NDB1.12,M-5.16,Camphora
31135,XM7F77,SA-1,NEC1.5,M-16.5,Crataegus glycosides
31136,XM6619,LE-12,ACA1.1,O-115,Creatinolfosfate
31137,XM8R77,EB-2.12,DDC1.1,M-16.9,Fosfocreatine
31138,XM2PV3,SR03 (MB-2),Z$34,O-115,"Fructose 1,6diphosphate"
31139,XM4MP2,SO-3.1,GHB1.5,H-7,Ubidecarenone
31140,XM2UJ1,EC-3.8.7,SBA5.3,K-12,Acadesine
31141,XM09Q3,EC-3.14,YD18,O-231,Ivabradine
31142,XM9DF5,PE-6.25.5,YB3,K-1.1.20,Ranolazine
31143,XM2DH5,EB-10.4,YC2,O-417,Tiazotic acid
31144,,SR13(AAA-3),TNA1.1,O-22.1.3.1,Vasoprotectives
31145,XM50P4,SK6D (HA-3),BWB1.4,O-312,Capillary stabilising agents
31146,XM41G5,U-9.1,YD1,F-16,Bioflavonoids
31147,XM5734,VG-1,YF38,A-14.1,Rutoside
31148,XM6UE1,PA-29,EED1.1,C-69,Diosmin
31149,XM71U2,EC-3.9.4.3,EAA1.5,DA,Troxerutin
31150,XM7EF1,U-18,YF25,C-69,monoxerutin
31151,XM2SA0,ED-2.21,RCC1.3,K-1.1.22,hidrosmin
31152,XM6N03,K-3,WAC1.9,BB,Tribenoside
31153,XM1PT0,FA-3.4,YF43,O-363,Naftazone
31154,XM0MJ2,ABC-6,MAA1.1,O-381,Hippocastani semen
31155,XM93T6,GGGGGQ,YF34,F-65,Esculin
31156,,EC-4.1,YF38,O-233,Agents used in antivaricose therapy
31157,XM0NL5,EC-4.1,YF38,O-233,Antivaricose drug
31158,XM57B0,SK6R (HF-4),SAF1.6,M-16,"Dextrose concentrated solution, intravenous"
31159,XM1ME2,LA-1.2,BFA1.5,O-492,Ethanolamine oleate
31160,XM6C05,SN04 (EF-2.5.6),HCC1.1,O-421,Phenol in oil injection
31161,XM9854,U-9.2,NEA1.6,F-83.12,Sclerosing agent
31162,XM3846,SK6A (HF-7),YC2,O-539,Sodium morrhuate
31163,XM52L8,AB-1,RGA1.4,O-13.1,Sodium psylliate
31164,XM2N32,EC-2.6,YC2,O-417,Sodium tetradecyl sulfate
31165,XM1LV9,EC-4.1,SAC1.13,M-5.7,Varicose reduction drug
31166,XM3FL1,PE-1.6,NEA1.5,O-23.10,Venous sclerosing drug
31167,XM4J29,EK-3.3,YC2,O-319,Zinc antivaricose
31168,XM3WS8,EI-3.3,SAA1.5,M-41,Monoethanolamine
31169,XM4DD8,O-46.4,BOA1.1,O-161,Polidocanol
31170,XM81W1,GGGGGQ,YF34,M-10.3,Sotradecol
31171,,SQ10 (EM-9),KDD1.1,O-363,Drugs primarily affecting the autonomic nervous system
31172,,SQ80 (Q-1),FAD1.11,O-371,Adrenergic agonists
31173,XM36U7,ACC-5,FAD1.11,O-363,Alpha and betaadrenoreceptor agonists
31174,XM9187,EM-5.12,HBD1.1,A-28.5,Etilefrine
31175,XM6RQ3,PE-1.12,YF43,K-1.1.20,Mephentermine
31176,XM3273,SS-3.1,WAB1.19,KA,Epinephrine
31177,XM10F0,EC-2.6,YC2,D-3,Amezinium metilsulfate
31178,XM5H72,SG-3.2,WAB1.19,KA,Ephedrine
31179,XM7B75,EJ-4.7,DAA1.2,D-3.18,Droxidopa
31180,XM9K94,SK-3.10,ABB1.5,A-29.5,Ethylnorepinephrine
31181,XM1H52,SI-2.3.10,WAB1.19,K-1.1.20,Cinnamedrine
31182,XM3LR7,ACC-5,FBD1.11,O-480,Predominantly alphaadrenoreceptor agonists
31183,XM39Y4,PE-6.20.2,WBC1.3,K-1.1.20,Thenyldiamine
31184,XM2V55,PE-1.12,YF43,O-100,Phenyltoloxamine
31185,XM7D21,SS-3.1,YB6,C-20.1,Paredrine
31186,XM81D8,VC-3,WAB1.18,K-1.1.20,Norepinephrine
31187,XM7RF2,EB-5.5,Z$19,O-492,Moxastine
31188,XM8TK4,PB-1,DAA1.2,M-16.6,Methaphenilene
31189,XM4TB9,U-17,YF38,O-363,Levocabastine (hydrochloride)
31190,XM2305,ABC-5,ABB1.5,Q-33,Homochlorcyclizine
31191,XM59T1,SG-3.2,FBD1.5,A-29.5,Embramine
31192,XM8ZH9,EM-2.8.5,KBA1.1,C-69,Dimenhydrinate
31193,XM29D4,PE-5,BFC1.3,O-376,Difenidol
31194,XM62B0,SB-2,TIB1.2,O-389,Dibenzheptropine
31195,XM8Y26,SO-4.1,YC2,O-371,Cyclopentamine
31196,XM0Y33,ACC-2,KBC1.1,J-58.3,Clemizole
31197,XM4PH8,SR16(ABA-1),QAB1.1,F-70.3,Chlorothen
31198,XM66X7,EC-5.3,YC2,Q-35,ChlorTrimeton
31199,XM0AN5,SP98 (EM-7),RJD1,F-65,Cetoxime
31200,XM88Z7,EC-4.1,MDB1.5,O-240,Bisulepin (hydrochloride)
31201,XM35M7,EA-2.8,ABB1.5,O-231,Benzquinamide
31202,XM25T0,PC-10.10,YC2,O-231,Apraclonidine (hydrochloride)
31203,XM0W81,LD-2.2,YC1,F-94.2,Antistine
31204,XM6XN3,SG-3.2,WAC1.4,K-1.1.20,Phenylpropanolamine
31205,XM6ZQ3,AC-2,SBB6.5,O-100,Phenylephrine
31206,XM0CL2,ED-10.7,WAC1.4,K-1.1.20,Pseudoephedrine
31207,,U-2,YF38,M-10.5,Adrenergic antagonists
31208,,ACC-5,Z#14,M-10.7,Alphaadrenoreceptor antagonists
31209,XM45W7,SH-3.10,FBD1.20,K-1.1.20,Prazosin
31210,XM3L37,U-17,FAD1.1,O-231,Indoramin
31211,XM58X5,ABC-6,YF35,O-389,Doxazosin
31212,XM30L7,SM87 (EJ-4),XAB1.1,GB,Urapidil
31213,XM2L44,ST-1,YF38,O-363,Alpha adrenergic blocking drug
31214,XM6MJ9,U-16,NDC1.18,J-22,Bunazosin
31215,XM4UW6,ABC-4,TAD1.1,K-1.1.20,Dibenamine
31216,XM70W7,PE-1.1.2,WAC1.14,C-69,Dibenzyline
31217,XM3Y81,U-9.2,SBA5.2,A-36.33,Hydergine
31218,XM81R1,U-9.1,GHC1.1,M-16.6,"Priscol, Priscoline"
31219,XM3F82,SQ10 (EM-9),HBD1.1,F-29,Tamsulosin
31220,XM9LH2,LD-2.2,NDC1.18,K-1.1.20,Terazosin
31221,XM1C94,ED-2.21,PDD1.2,K-12,Alfuzosin
31222,XM7D19,SG-3.2,YF38,J-22,Trimazosin
31223,XM1FQ5,SR1A(ACA-2.1),EAA1.5,M-10.3,Silodosin
31224,,ACC-5,TNA1.1,M-10.7,Betaadrenoreceptor antagonists
31225,XM7R98,ACC-5,YF38,M-10.7,"Betaadrenoreceptor antagonists, non selective"
31226,XM2YK6,LA-1.2,SBB6.5,K-2,Alprenolol
31227,XM0M15,LA-2.4,SBB3.4,M-11.8,Oxprenolol
31228,XM2SH3,VG-4.2,EAA1.5,M-11.2,Pindolol
31229,XM3HA9,SG-3.3,YF38,E-3.6,Propranolol
31230,XM1KQ9,SG-3.14,BUA1.4,K-1.1.20,Timolol
31231,XM5BT4,K-7,YF38,O-468,Sotalol
31232,XM69F3,EM-2.8.8,SBC3.2,D-3,Nadolol
31233,XM89L8,GGGGGQ,EAA1.5,L-15.8,Mepindolol
31234,XM1AJ9,LH-4.7,EAA1.2,BK,Carteolol
31235,XM6489,VC-1,FAD1.13,K-1.1.20,Tertatolol
31236,XM79L8,EM-2.8.11,DCD1.1,A-14.1,Bopindolol
31237,XM9RX1,SH-3.10,YF38,A-14.1,Bupranolol
31238,XM17Y6,SN07(AAB-99),MDB1.10,HA,Penbutolol
31239,XM2M62,PC-10.10,YF38,A-29.5,Cloranolol
31240,XM9MF0,ACC-5,YF38,M-10.7,"Betaadrenoreceptor antagonists, selective"
31241,XM9VG1,U-9.1,BEB1.1,O-165,Practolol
31242,XM8L21,PE-6.25.5,YF38,O-233,Metoprolol
31243,XM0M62,PC-3,EAA1.2,M-18.2,Atenolol
31244,XM0V36,ACC-3,SBC3.1,A-29.3,Acebutolol
31245,XM7U87,U-17,BBB1.2,O-375,Betaxolol
31246,XM0HY3,PC-11.6,DBD1.1,B-5,Bevantolol
31247,XM8QC9,EC-4.1,YF38,O-388,Bisoprolol
31248,XM54E1,SM1M (GA-1),RJD1,O-233,Celiprolol
31249,XM4AB1,AAD-1.10,UAA1.6,F-88,Esmolol
31250,XM1T80,LA-2.4,BFA1.4,M-18.2,Epanolol
31251,XM7115,ED-2.21,RQC1.2,D-14.4,Satenolol
31252,XM0995,EM-2.8.8,YF39,A-24,Nebivolol
31253,XM3156,O-31,KBB1.2,A-14,Talinolol
31254,XM44F9,SR15(ABA-2.1),YC2,O-539,Landiolol
31255,XM5S93,SL62(AAB-110),BGB1.6,E-33,"Beta adrenergic blocking agent, heart"
31256,XM8026,U-16,YB6,J-24,Bunitrolol
31257,XM3N87,GGGGGQ,EHA1.1,B-27.3,Carazolol
31258,XM7V19,SK-3.10,GBA1.1,A-14.3,Indenolol
31259,XM91L7,EC-4.1,RAA1.1,F-89.1,Pronetalol
31260,XM77W2,EI-3.3.1,SAA1.11,M-10.3,Tolamolol
31261,XM77E7,LA,YD9,O-374,"Alpha and beta blocking agents, antagonists"
31262,XM8ER3,SQ41 (EM-2.3),YB7,B-27.2,Labetalol
31263,XM80G6,EB-5.1,YD10,E-2.8,Carvedilol
31264,XM0TY3,PE-6.25.6,YF43,O-231,Medroxalol
31265,,EB-10.18,TNA1.1,A-33.4,Parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics
31266,XM9FY5,EB-2.8,YF38,O-388,Agents predominantly used for gastrointestinal disorders
31267,XM8921,EA-4.4,HBD1.1,O-363,"Synthetic anticholinergics, esters with tertiary amino group"
31268,XM5D56,SG-3.2,YF43,E-2.6,Oxyphencyclimine
31269,XM5RM7,ED-7.5,JAB1.4,KB,Camylofin
31270,XM90R8,EM-2.8.8,KDD1.1,M-39.9,Mebeverine
31271,XM0EL4,EB-5.1,YB6,J-24,Trimebutine
31272,XM7GS6,VC-1,SBC3.3,B-27.2,Rociverine
31273,XM0CE0,LD-2.2,TAD1.1,O-376,Dicycloverine
31274,XM24K8,BI-9,Z$32,A-36.33,Piperidolate
31275,XM1LM4,SP21 (AAB-5),SBA5.5,F-72,Oxyphenonium
31276,XM05C6,SG-3.2,YF38,O-388,Propantheline
31277,XM8YF7,EC-4.1,YF38,M-20,Otilonium bromide
31278,XM5WL4,VB-3,DAA1.2,C-69,Methantheline
31279,XM6XN4,U-9.1,YF26,O-480,Isopropamide
31280,XM1WN2,SM40(ED-9.7.9),SBC3.3,M-39.9,Hexocyclium
31281,XM7EV5,PE-4.15,YC2,K-1.1.20,Poldine
31282,XM7W33,PE-1.12,KDD1.1,K-1.1.20,Mepenzolate
31283,XM6FV2,SN11(EC-4),Z$35,O-155,Pipenzolate
31284,XM63B0,EI-3.9,DBD1.1,L-15.38,Bevonium
31285,XM4SN3,SI-3.3.1,TAD1.1,B-5,Dihexyverine
31286,XM2043,EC-3.8.11,TAD1.1,K-1.1.23,Difemerine
31287,XM26J4,ED-10.5,DBD1.1,O-233,"Synthetic anticholinergics, quaternary ammonium compounds"
31288,XM2WF7,ACC-1,ABB1.6,B-55,(2benzhydryloxyethyl)diethylmethylammonium iodide
31289,XM2LU4,U-18,TFA1.2,C-115,Tiemonium iodide
31290,XM6X69,EB-2.2,YF38,O-233,Prifinium bromide
31291,XM51J2,EC-2.3,SBC4.1,O-82,Timepidium bromide
31292,XM7XV6,LD-2.2,YF43,K-1.1.20,Benzilone
31293,XM4LY7,K-1.14,YF31,B-62,Tridihexethyl
31294,XM0D83,PE-1.15,NAB1.12,O-161,Fenpiverinium
31295,XM7W64,U-16,NAB1.14,O-233,"Synthetic antispasmodics, amides with tertiary amines"
31296,XM4VE1,LB-1.1,YF43,K-1.1.20,Dimethylaminopropionylphenothiazine
31297,XM5LN3,SS29 (RD-3),WBC1.3,B-5,Nicofetamide
31298,XM36J3,O-46.6,SBB4.1,M-16.6,Tiropramide
31299,XM7FH3,U-2,YD1,M-18.8,Papaverine and derivatives
31300,XM8X70,EB-8.5,SBB6.5,M-11.8,Papaverine
31301,XM13K8,SO-3.2,FAD1.6,A-14.1,Drotaverine
31302,XM1V30,EB-5.5,Z$19,O-492,Moxaverine
31303,XM6089,EB-8.6,EHA1.1,F-16,Belladonna alkaloids and derivatives
31304,XM7Y01,SH-3.14,YB6,I-18,Atropine
31305,XM11J9,EC-4.3,YAD1.2,K-1.1.20,Hyoscyamine
31306,XM4P67,SG-3.2,WAB1.16,N-17,Methylatropine
31307,XM0PN2,SI-2.3.10,YC2,O-82,Cimetropium bromide
31308,XM1642,SG-3.11,WBC1.5,N-17,Homatropine methylbromide
31309,XM1MW1,EM-2.9,SBA5.1,K-1.1.20,Scopolamine
31310,XM0QS6,PE-4.32,KDD1.1,K-1.1.20,Butylscopolamine
31311,XM3068,ABC-4,YF43,N-17,Methylscopolamine
31312,XM08K5,SK6T (HD-10),YC2,J-24,Fentonium
31313,XM1JA8,VC-9,XEA1.1,O-341,Agents predominantly used for urinary frequency and incontinence
31314,XM6WD2,AAE-14,YF38,O-363,Anticholinergics predominantly used for Parkinson disease
31315,XM8U00,SP58(EC-3.10.2),YC2,O-2.1.1,Tertiary amines
31316,XM4RV4,PE-1.11,YF34,C-69,Metixene
31317,XM9W98,SI-3.3.1,WBC1.5,B-62,Trihexyphenidyl
31318,XM65C9,EJ-4.1,KAB1.1,K-8.4,Biperiden
31319,XM9AG2,SN12 (EL-2.12),GHC1.1,J-24,Procyclidine
31320,XM8VR6,SG-3.7,BFA1.5,O-231,Profenamine
31321,XM1H88,SN-5,YF43,O-233,Dexetimide
31322,XM64K1,U-9.1,SBB6.5,A-28.21,Phenglutarimide
31323,XM8T72,VG-4.6,BEB1.1,A-29.9,Bornaprine
31324,XM4YL9,EC-3.9.4.3,YF35,O-231,Tropatepine
31325,XM3FW6,ABC-2,SBB6.5,A-38.5,Mazaticol
31326,XM0HT8,PE-1.10,AEA1.1,O-468,Diethazine
31327,XM3B14,PE-6.20.1,WAB1.23,O-388,Ethers chemically close to antihistamines
31328,XM7U62,SS-3.4,YF38,O-231,Orphenadrine
31329,XM8UB6,SQ10 (EM-9),YF9,A-14.1,Etanautine
31330,XM72C6,EC-3.9.4.3,YF26,F-6,Ethers of tropine or tropine derivatives
31331,XM8ZR2,AAE-7,WAB1.2,O-231,Benzatropine
31332,XM2789,SG-3.2,FBD1.21,K-1.1.20,Etybenzatropine
31333,XM0CR7,EI-3.10,YF38,M-16.5,Emepronium bromide
31334,XM1Q67,PE-2.2,ABA1.1,O-363,Adiphenine
31335,XM0DF0,SO-4.1,YF26,D-32,Ambutonium bromide
31336,XM0TL7,SR-7,AEB1.1,K-1.1.20,Aminopentamide
31337,XM1Q22,SK52(AAC-36),SAC1.8,E-2.4,Amprotropine
31338,XM3HR2,SH-3.3,BAA1.1,H-12,Aniscoropine
31339,XM0B31,EB-11.11,YF43,O-231,Anticholinergic
31340,XM5BE4,EC-3.14,YF25,O-231,Antimuscarinic
31341,XM66R0,EM-2.8,Z#16,L-4,Artane
31342,XM7LZ6,SH-3.14,CAA1.4,I-18,Atropine derivative
31343,XM5098,EB-8.6,EHA1.1,F-16,Belladonna alkaloids
31344,XM6RQ9,SR-7,EHA1.1,M-11.8,Belladonna extract
31345,XM2YW9,EM-2.8.2,EHA1.1,O-232,Belladonna herb
31346,XM29D7,PC-11.6,YF38,O-388,Benactyzine
31347,XM3NJ0,SM39(EB-4),YF38,M-41,Benaprizine
31348,XM54W7,VC-9,ABB1.5,M-16.6,Benzilonium bromide
31349,XM8NZ1,EC-3.9.4.8,YF38,O-363,Benztropine anticholinergic
31350,XM5ML2,EI-3.9,WAB1.23,M-16.5,Butropium bromide
31351,XM1T59,SO-4.1,YF38,A-29.3,Butyl scopolamine bromide
31352,XM9633,EM-2.8.5,KHA1.1,B-27.3,Caramiphen
31353,XM8JS6,SM3H (O-52),YC2,C-116,Carpronium chloride
31354,XM2619,SR16(ABA-1),YC2,O-162,Clidinium bromide
31355,XM8KY2,PC-10.10,GFD1.1,F-96.5,Clorotepine
31356,XM2HD0,PE-1.11,SBC3.3,F-15,Cogentin
31357,XM0VC2,SR51(ED-1),Z$22,K-1.1.20,Cyclodrine
31358,XM7VB2,GGGGGQ,NCB1.2,I-21,Cyclopentolate
31359,XM93T2,GGGGGQ,SBA5.5,O-388,Cycrimine
31360,XM4CZ8,SG-3.15,ECB1.1,O-417,Dibutoline sulfate
31361,XM89R5,GGGGGQ,SBA3.1,B-27.4,Diphemanil
31362,XM1M52,EM-2.8.8,NAB1.12,C-69,Duboisine
31363,XM3A08,PE-1.1.2,ABA1.2,D-6.8,Dyphylline
31364,XM17M9,SI-3.3.1,KBA1.1,A-29.5,Ethaverine
31365,XM62B7,SK-3.10,GDC1.2,A-29.5,Etomidoline
31366,XM1VS4,EC-6.3,WAB1.23,O-92,Euphthalmine
31367,XM6L51,PA-29,YF38,A-29.4,Extrapyramidal antagonist
31368,XM3L41,PA-23,BUB1.8,L-10,Flopropione
31369,XM8WX2,SG-4.7,EAB1.5,F-92.9,Hexasonium iodide
31370,XM7832,ABC-1,WAA1.3,O-231,Homatropine
31371,XM1EF8,EM-2.8.11,LBD1.1,K-1.1.22,Hyoscyamus
31372,XM4FB2,U-22,Z#1,O-473,Hyoscyamus dry extract
31373,XM4QH8,LD-1.11,YC6,O-388,Isopropamide iodide
31374,XM5ED5,GGGGGQ,FBD1.1,A-2.1,Levsin
31375,XM0WK8,EB-2.11,YF38,O-233,Mepenzolate bromide
31376,XM1FH6,SR41(BA-2),DBD1.1,C-112,Mepiperphenidol
31377,XM39X0,PE-1.8,PBD1.3,M-16.5,Methanthelinium bromide
31378,XM0E13,SO-4.1,YF43,O-233,Methscopolamine bromide
31379,XM3KR9,SN40 (O-38),YF41,N-17,Methylatropine nitrate
31380,XM14X3,SI-3.3.6,PAD1.1,N-17,Methylbenactyzium bromide
31381,XM5F96,SI-1.7,SBA5.5,H-22,Milverine
31382,XM3YV6,U-2,EAB1.4,O-328,Muscle affecting agents relaxants smooth
31383,XM4U03,SK6F (HB-16),YF33,N-17,Octatropine methylbromide
31384,XM5YT3,K-7,YF39,F-85,Oxapium iodide
31385,XM3A77,ED-6.7.1,TNA1.1,M-18.7,Parasympatholytic
31386,XM8U27,AC-2,GHB1.5,O-87,Penthienate
31387,XM6MG0,SM36(EB-7),Z#6,J-24,Pipethanate
31388,XM7711,SG-3.3,KDD1.1,F-105,Pramiverine
31389,XM3CK8,EM-2.8,GHB1.7,C-69,Profenil
31390,XM7VK4,EB-10.18,YF38,O-233,Propantheline bromide
31391,XM1JN1,SP58(EC-3.10.2),ABC1.2,O-486,Quaternary ammonium parasympatholytic
31392,XM3UE6,U-9.2,PBD1.2,L-15.27,Scopolia extract
31393,XM31L2,U-2,HBD1.1,O-328,Smooth muscle relaxant
31394,XM7PY1,SM83(AAC-22),Z$26,A-33.4,Spacoline
31395,XM14Z1,EB-11.11,Z$32,O-363,Spasmolytic anticholinergics
31396,XM6RA6,SQ10 (EM-9),Z$36,A-33.9,Spasmolytic autonomic
31397,XM9NH9,VC-9,YC2,O-2.1.3,Spasmolytic quaternary ammonium
31398,XM0GS2,SS-3.1,YD18,K-1.1.20,Thiphenamil
31399,XM9WW9,VC-1,SBB6.5,C-115,Tiemonium
31400,XM8346,O-46.6,NDC1.18,M-15.7,Tigloidine
31401,XM2595,SM40(ED-9.7.9),YC2,M-16.5,Tiquizium bromide
31402,XM8YD7,VH-5,DBD1.1,M-10.3,Toquizine
31403,XM64P0,K-1.14,SBA5.3,K-1.1.20,Triampyzine
31404,XM2TJ3,EM-2.5,YC2,F-92.9,Tricyclamol chloride
31405,XM17K9,SG-4.7,NAC1.16,B-55,Tridihexethyl iodide
31406,XM5S52,SR-7,ABB1.5,O-233,Trimeprazine (tartrate)
31407,XM2M46,EM-2.5,SBB6.5,L-4.1,Triperiden
31408,XM4YB7,K-1.14,YF31,N-4,Tritiozine
31409,XM2973,EC-3.9.4.3,SBB2.1,DA,Tropacine
31410,XM4466,EC-3.9.4.3,YF26,M-16.5,Tropicamide
31411,XM8F25,ABC-8,YC2,H-28,Trospium chloride
31412,XM1CE8,SL41(EA-3),DBA1.2,D-7.5,Anticholinergics predominantly used for obstructive airway diseases
31413,XM54K2,SS29 (RD-3),YC1,M-16.5,Ipratropium bromide
31414,XM55K5,SN03(AAB-97),SBC4.1,D-34,Oxitropium bromide
31415,XM42V2,ACC-1,SBC4.1,M-16.3,Glycopyrronium bromide
31416,XM6LS6,ACC-1,EAA1.5,C-53.1,Stramonium
31417,XM9HA8,SU-1.2,SBB4.1,M-16.5,Tiotropium bromide
31418,XM2PE9,VC-10,PAD1.1,M-16.5,Aclidinium bromide
31419,XM3MF8,EC-2.6,PAD1.1,M-16.5,Umeclidinium bromide
31420,XM8BL4,ED-7.3,RPB1.2,L-10,Revefenacin
31421,XM4DL3,EC-4.2.2,WAB1.2,M-16.5,Flutropium bromide
31422,XM9FU4,VC-7,Z$41,O-35,Propiverine
31423,XM82U8,SR41(BA-2),QAC1.1,B-5,Tolterodine
31424,XM2Z66,U-2,NAC1.6,O-233,Solifenacin
31425,XM7V08,EC-3.9.4.3,EAA1.5,B-47,Trospium
31426,XM1N89,AAA-2.5,RFA1.1,O-399,Darifenacin
31427,XM4265,BI-9,QAC1.1,O-492,Fesoterodine
31428,XM5L72,EC-4.1,HBD1.1,CJ,Mirabegron
31429,XM5QR7,BI-9,DAA1.2,O-376,Desfesoterodine
31430,XM6190,SI-2.3.11,YF39,A-29.5,Emepronium
31431,XM0CH2,PE-6.25.5,YF11,F-16,Flavoxate
31432,XM0M49,EC-4.1,ABB1.5,M-16.6,Meladrazine
31433,XM0LB8,LD-2.2,ABB1.5,GB,Oxybutynin
31434,XM4DW3,SQ-1,UAA1.3,A-38.7,Terodiline
31435,,EB-10.18,TNA1.1,F-7.4,Parasympathomimetics [cholinergics]
31436,XM4AJ3,FA-3.4,YC2,J-24,Aceclidine
31437,XM1EC3,SL41(EA-3),YC2,M-20,Acetylcholine chloride
31438,XM3GM3,LD-2.10,HBD1.1,O-335,Acetylcholine derivative
31439,,PE-1.1.2,YF38,O-388,Anticholinesterase agents
31440,XM4PZ3,EB-2.12,YF35,L-15.38,Ambenonium
31441,XM8KF3,SO-3.2,WAA1.1,M-18.7,Anticholinesterase
31442,XM87V2,VC-3,WAA1.1,J-54.5,Anticholinesterase organophosphorus
31443,XM9D92,LA,BHB1.2,M-18.7,Anticholinesterase reversible
31444,XM4VC4,SR10  (AAA-2.1),TLB1.1,A-29.3,Cholinergic organophosphorus
31445,XM1L81,GGGGGQ,DAD1.1,C-69,DFP
31446,XM1389,GGGGGQ,QAB1.2,C-69,Diflos
31447,XM86K6,SR03 (MB-2),DDC1.1,M-12,Difluorophate
31448,XM0UQ3,PC-10.4,SBB6.3,L-15.25,Diisopropylfluorophosphonate
31449,XM5YK5,SO-4.1,ABB1.5,O-233,Distigmine bromide
31450,XM6565,ACC-2,YC2,F-92.15,Edrophonium chloride
31451,XM99M6,EC-4.1,YF42,K-5,Galantamine
31452,XM1NE7,EB-2.6,HCD1.1,O-492,Isoflurophate
31453,XM40R6,EC-5.6,YF25,M-41,Neomycin with neostigmine
31454,XM3671,ED-5.6,YF38,O-231,Neostigmine bromide
31455,XM3YR0,U-9.1,BUB1.3,O-231,Prostigmin
31456,XM41N9,SO-4.1,YF38,O-231,Pyridostigmine bromide
31457,XM4LN1,O-46.6,WAB1.18,J-9,Tacrine
31458,XM62U1,GGGGGQ,AEA1.1,C-69,Donepezil
31459,XM0NP3,EC-4.1,SAA1.5,B-28,Rivastigmine
31460,XM3B88,SQ-1,YC1,O-231,Ipidacrine
31461,XM8C30,ED-5.6,SAA1.11,M-18.7,Neostigmine
31462,XM4NE1,EM-2.9,KDD1.1,K-1.1.20,Pyridostigmine
31463,XM7494,EB-2.12,DBD1.1,M-16.5,Arecoline
31464,XM0000,EJ-4.1,YF38,M-16.5,Benzpyrinium bromide
31465,XM0MZ4,SR1C(ACA-2),YC2,F-92.9,Bethanechol chloride
31466,XM4LE7,EB-10.18,YF38,O-231,Cholinergic (drug)
31467,XM4ZZ7,SP15(AAC-8),Z47,O-332,Cholinergic muscle tone enhancer
31468,XM6VJ2,EB-4.6,YF26,O-109,Cholinergic trimethyl ammonium propanediol
31469,XM8JX6,EB-10.18,YF38,O-388,Parasympathomimetic drug
31470,XM0RX5,PE-6.21,YF42,J-56.1,Pilocarpine
31471,XM5EY0,PE-6.21,RCC1.5,M-11.7,Pilocarpus extract (jaborandi)
31472,XM9223,EB-2.12,HBC1.2,E-2.1,Choline esters
31473,XM4AT9,SM39(EB-4),RCB1.1,A-36.28,Carbachol
31474,XM9XA2,SH-3.14,KBA1.1,M-41,Bethanechol
31475,XM63Q0,SR10  (AAA-2.1),TLB1.1,M-5.15,Choline alfoscerate
31476,XM31K4,K-1.12,RJD1,F-16,Cevimeline
31477,XM6PN9,EC-4.1,SAC1.13,M-5.7,Varenicline
31478,XM7HS1,EJ-4.1,NCC1.3,O-231,Cytisinicline
31479,XM4C58,ED-10.7,YF34,K-12,Amifampridine
31480,,SL-1,NDC1.18,M-10.5,Ganglionic blocking drugs
